1000,1922
1100,2123
1200,2255
1300,2444
1400,2573
1500,2744
1600,2940
1700,3120
1800,3294
1900,3438
2000,3647
2100,3757
2200,3913
2300,4048
2400,4288
2500,4415
2600,4502
2700,4752
2800,4890
2900,5008
3000,5196
3100,5258
3200,5436
3300,5535
3400,5789
3500,5875
3600,6010
3700,6206
3800,6277
3900,6444
4000,6515
4100,6669
4200,6840
4300,6950
4400,7092
4500,7282
4600,7312
4700,7452
4800,7686
4900,7702
5000,7904
